"","MEDIAN_AGE","AVERAGE_GRANT_AMOUNT","AVERAGE_ECTS","STUDY_LENGTH","LANGUAGES_TAUGHT","SUBJECTS_TAUGHT","STUDENTS_ARRIVED","CONNECTED_UNIVERSITIES","cluster"
"811",22,1579.70482758621,29.1724137931034,3.94827586206897,3,6,29,16,2
"812",24.5,1528.75,26,4.5,1,2,4,3,2
"813",24,1300,24.5,4,2,2,2,2,2
"814",22,1843.56802197802,30.1318681318681,5.63186813186813,2,34,182,66,3
"815",21,1483.13673913043,35.4565217391304,6.1304347826087,2,18,92,40,2
"816",22.5,1837.01277777778,30.7777777777778,5.97222222222222,2,8,18,16,3
"817",22,1570.55424657534,36.6575342465753,5.38698630136986,2,11,73,26,2
"818",22,1647.78571428571,37.7142857142857,6.21428571428571,2,5,7,6,3
"819",21,1686.625,26.75,4.8125,1,2,4,3,3
"820",23.5,650,33.375,5,1,1,8,1,4
"821",21,1293.404,31.4,4.6,2,7,15,9,2
"822",23,793.25,30,4.25,2,2,2,2,4
"823",23,1745.22952380952,31.1190476190476,5.44047619047619,2,13,42,22,3
"824",22,2812.5,10,4.5,1,1,1,1,1
"825",23,1065.06444444444,19,4.88888888888889,2,3,9,9,4
"826",21,1695.30931818182,34.8712121212121,5.99242424242424,3,20,132,43,3
"827",21,1460.5,30,5,1,1,1,1,2
"828",21,3039.16666666667,53,9.25,2,2,6,3,1
"829",22,1738.604,27.1,4.45,2,5,10,6,3
"830",22.5,2196.4025,24.9166666666667,5.47916666666667,1,5,12,8,1
"831",21,1674.96413793103,35.7034482758621,6.38965517241379,2,32,145,60,3
"832",23,1206.66666666667,41.6666666666667,8,1,4,6,3,4
"833",21,1913.86363636364,40,6.38636363636364,2,6,11,5,3
"834",20.5,1397.76,30.5,5,1,2,2,2,2
"835",21.5,2506.66666666667,41.6666666666667,6.16666666666667,2,2,6,3,1
"836",22.5,1468.525,24,5.5,1,2,2,2,2
"837",21,2404.32666666667,33.3333333333333,6.5,2,1,3,2,1
"838",22,1975,40,10.5,1,1,1,1,3
"839",21.5,1932,30,3.5,1,1,2,1,3
"840",22,1724.94421875,36.421875,7.6171875,2,22,64,42,3
"841",23,1702.55869822485,36.6272189349112,7.04733727810651,3,27,169,69,3
"842",20,1100,24,5,1,1,1,1,4
"843",21,1773.44961038961,34.7359307359307,6.13852813852814,3,25,231,98,3
"844",22,1492.65694214876,31.7685950413223,5.09504132231405,2,11,121,34,2
"845",22,1890.47794117647,27.9411764705882,6.83088235294118,1,3,34,15,3
"846",23.5,1348.87166666667,42.5,9,1,2,6,4,2
"847",24,1150,29,5,1,1,1,1,4
"848",23.5,959.44,34.5,4.875,1,4,8,7,4
"849",21,1985.91123076923,42.3692307692308,6.59807692307692,2,13,130,59,3
"850",22,1159.47307692308,29.3846153846154,4.46153846153846,2,5,13,8,4
"851",21,2035.88058441558,37.8766233766234,7.11363636363636,2,15,154,63,3
"852",21,1161.68606060606,29.9090909090909,4.26515151515152,2,8,33,18,4
"853",20,1141.25,21,4.625,1,1,2,2,4
"854",22,1996.78,47.6666666666667,9.41666666666667,1,3,3,3,3
"855",21,2632.5,43,8.8125,2,1,4,4,1
"856",24.5,1852.5,50.75,7.875,1,3,4,3,3
"857",26,1150,21,5,1,1,1,1,4
"858",22,1553.71614678899,31.1009174311927,5.97247706422018,2,23,109,48,2
"859",22,1495.5,20.3333333333333,4,1,3,3,3,2
"860",23,3630.56666666667,43.8666666666667,9.36666666666667,2,2,15,9,1
"861",22,1666.92551724138,35.3103448275862,5.29310344827586,2,6,29,14,3
"862",20,1921.25,12.5,5.125,1,2,4,2,3
"863",25.5,2000,4,5,1,2,2,1,3
"864",23,1428.94444444444,32.3333333333333,6.72222222222222,1,7,9,9,2
"865",22.5,1502.5,42.5,7.25,1,2,2,2,2
"866",22,1742.32025806452,34.3677419354839,6.7258064516129,2,26,155,61,3
"867",24,958.333333333333,14.3333333333333,4.16666666666667,2,4,6,3,4
"868",41,2465,45,7,1,2,2,2,1
"869",21,1786,40,9.5,1,1,1,1,3
"870",22,2864.42307692308,35.1538461538462,7.01923076923077,2,5,13,7,1
"871",23,2025,45,6.125,2,2,2,2,3
"872",23,2948,30,5.5,1,1,1,1,1
"873",21,3887.5,39,8,1,2,2,2,1
"874",24.5,1725,7.5,9,1,2,2,2,3
"875",23,1020.64,35.1428571428571,5.71428571428571,2,5,7,6,4
"876",22,981.005340909091,29.5227272727273,4.40909090909091,2,6,88,21,4
"877",21,1559.53333333333,31.5555555555556,4.91111111111111,2,9,45,17,2
"878",22,1554.36459770115,35.6551724137931,6.52011494252874,4,22,87,43,2
"879",20,1040,52.75,8,1,1,4,1,4
"880",21,1752.04730519481,34.9805194805195,6.375,4,34,154,70,3
"881",23,2267.14285714286,31.3928571428571,6.45535714285714,2,5,28,10,1
"882",22,2280.36150684931,41.3972602739726,8.1027397260274,2,19,73,29,1
"883",22,2467.20461538462,39.1538461538462,7.03846153846154,2,7,39,16,1
"884",21,1731.50145695364,29.2185430463576,6.04304635761589,3,26,151,65,3
"885",22,1634.41632653061,36.7142857142857,6.63775510204082,3,9,49,23,3
"886",23,3135.78125,46.6875,9.234375,1,2,16,6,1
"887",21,1267.384,48,8,2,3,5,4,2
"888",24,936.666666666667,36.3333333333333,6.66666666666667,2,2,9,4,4
"889",23,1715.49479166667,27.9791666666667,6.578125,2,11,48,22,3
"890",21,1259.59444444444,26.7222222222222,6.05555555555556,2,8,18,9,2
"891",22,1378.86956521739,30.4347826086957,4.97826086956522,2,6,23,11,2
"892",22,2153.58026923077,33.8,6.30961538461538,5,40,260,86,1
"893",22,1285.3709375,32.71875,4.44921875,2,12,64,25,2
"894",21,1028.45555555556,28.8888888888889,5.41666666666667,2,4,9,5,4
"895",20,3422.5,45,9.25,1,1,1,1,1
"896",21,2782.01333333333,47.3333333333333,7.33333333333333,2,2,3,2,1
"897",22,1548.72769230769,39.5961538461538,6.70673076923077,2,14,52,25,2
"898",24,1213.33333333333,47.6666666666667,9.33333333333333,1,1,3,2,4
"899",22,1865.8156097561,33.219512195122,5.31707317073171,2,12,41,17,3
"900",22,1215.53571428571,28.7142857142857,7.33928571428571,2,6,14,5,4
"901",22,50,80,12,1,1,1,1,4
"902",23,1583.91047619048,41.9047619047619,8.92857142857143,2,4,21,10,2
"903",23,1911.14502463054,34.4729064039409,7.20812807881773,2,31,203,106,3
"904",22,1842.3575483871,38.0516129032258,6.72096774193548,2,26,155,69,3
"905",21,2043.69979865772,33.993288590604,6.86409395973154,2,16,149,49,3
"906",22,1842.668,41.04,7.09,2,3,25,16,3
"907",22,1563.87411111111,37.2888888888889,5.32222222222222,2,6,90,46,2
"908",23,1841.72552447552,37.7202797202797,6.96153846153846,2,22,143,43,3
"909",21,1960.07852941176,39.4117647058824,6.37867647058824,2,8,68,33,3
"910",21.5,801.01,30,3,1,1,2,1,4
"911",20,1941.4,31,5.05,2,3,5,4,3
"912",22,1709,22.6666666666667,4.25,1,4,6,3,3
"913",19.5,780,39,6,1,1,2,1,4
"914",22,1498.125,30.4166666666667,5.14583333333333,2,3,12,7,2
"915",23,1263.58202531646,33.1518987341772,5,2,12,79,23,2
"916",22,1163.55,10,3.25,1,1,1,1,4
"917",26,1068.02,30,4,1,1,1,1,4
"918",21,1599.80978333333,36.9416666666667,5.8375,3,13,120,35,3
"919",22,1584.5053125,30.15625,7.0234375,2,13,32,19,3
"920",23,1394.85769230769,35.4615384615385,5.34615384615385,2,5,13,6,2
"921",20,3545,41.25,7.5,2,3,4,4,1
"922",22,1805.87715909091,41.5227272727273,6.44034090909091,2,11,88,33,3
"923",22,2669.6171875,45.15625,7.578125,2,15,32,21,1
"924",22,1959.32803030303,35.3939393939394,6.75757575757576,3,18,66,23,3
"925",23,1460.5,26,5,1,1,3,1,2
"926",22,1080.86777777778,35.8888888888889,6.58333333333333,2,2,9,6,4
"927",19,1572.5,0,4.25,1,1,1,1,2
"928",22,2044.19722891566,36.355421686747,6.81024096385542,2,36,166,70,3
"929",22,1929.24527363184,38.7164179104478,6.69029850746269,2,22,201,74,3
"930",21,1597.07042635659,32.4496124031008,6.21705426356589,2,22,258,97,3
"931",22,1709.40476,33.276,5.975,3,32,250,83,3
"932",22,3283.75,60,8.875,1,1,2,1,1
"933",22,1688.74615384615,41.1538461538462,9.63461538461539,2,4,13,6,3
"934",22,1172.65404371585,27.0327868852459,4.39890710382514,2,13,183,55,4
"935",23,1513.80434782609,45.4347826086956,7.73913043478261,3,6,23,9,2
"936",23,2012.18714285714,37.1071428571429,7.45535714285714,3,3,28,17,3
"937",20,920,30,5,1,1,1,1,4
"938",20,1839.74222222222,49.1111111111111,7.66666666666667,2,2,9,3,3
"939",22,390,0,3,1,1,2,1,4
"940",22,1687.96369230769,30.2153846153846,5.83076923076923,1,15,65,31,3
"941",25,1421.25,38.5,4.5,1,2,2,2,2
"942",21,1700,22.6666666666667,3.5,1,2,3,2,3
"943",23,1696.25892682927,33.9414634146341,6.86463414634146,3,29,205,81,3
"944",21,1795.23956772334,37.671469740634,6.68804034582133,4,36,347,103,3
"945",22,1839.84336614173,36.505905511811,6.48031496062992,3,31,508,138,3
"946",22,1383.86459259259,36.1777777777778,5.18148148148148,2,19,135,49,2
"947",23,2080,30,4,1,1,1,1,3
"948",21,2210,25,4.25,1,1,1,1,1
"949",22,1834.81571428571,23.9142857142857,6.78571428571429,1,10,35,16,3
"950",23,1618.62,36.7037037037037,7.28703703703704,1,6,27,13,3
"951",23,1451.852,37.4666666666667,7.4,1,2,15,8,2
"952",21,1925.35714285714,37.1428571428571,4.96428571428571,2,1,7,2,3
"953",22,1788.83266666667,42.3666666666667,8.975,1,8,30,9,3
"954",22,1847.10433070866,41.5748031496063,8.01574803149606,2,19,127,40,3
"955",23,920,13,4,1,1,1,1,4
"956",23,1464.31166666667,40.5833333333333,8.64583333333333,2,5,12,6,2
"957",23.5,2235.67,40,6.875,1,2,2,2,1
"958",24,1127.07591397849,26.0967741935484,3.95967741935484,2,8,93,30,4
"959",23,1812.00230769231,35.6153846153846,6.07692307692308,2,2,13,11,3
"960",22,1821.44,22.5,5,1,1,2,1,3
"961",22,1726.61666666667,38.7333333333333,7.16666666666667,2,2,30,16,3
"962",20,422.5,18,3.25,1,1,1,1,4
"963",23,1198.33333333333,38,7.25,1,2,6,4,4
"964",23,1500,30,5,1,1,1,1,2
"965",22.5,1722,35,5.35416666666667,2,5,12,8,3
"966",22,1895.04108695652,35.6195652173913,6.38315217391304,2,11,92,37,3
"967",21,1107.08049180328,22.2786885245902,4.40573770491803,2,9,61,19,4
"968",22,1510.54926829268,42.9024390243902,6.78048780487805,2,9,41,18,2
"969",21,979.016666666667,23.3333333333333,3.66666666666667,1,1,3,1,4
"970",21,1100,30,5,1,1,1,1,4
"971",21.5,1065,18,3.5,1,2,2,2,4
"972",22,1719.493,40.75,7,2,2,20,12,3
"973",22,1821.66666666667,34.3333333333333,5.25,2,6,9,3,3
"974",22.5,1919.5,30,3.75,2,2,2,2,3
"975",25,1142.5,13.6666666666667,7.66666666666667,1,2,3,3,4
"976",23,1932.7619047619,47.4285714285714,8.45238095238095,1,3,21,11,3
"977",24,1500,30,5,1,1,1,1,2
"978",24,1909.95428571429,28.952380952381,6,3,4,21,17,3
"979",21.5,1735.284,24.9333333333333,6.2,2,6,60,24,3
"980",21,1171.375,30,4,1,1,2,1,4
"981",22,700.336666666667,30,4.33333333333333,2,2,3,2,4
"982",22,780,60,6,1,1,1,1,4
"983",20,2144,28,4,1,1,3,1,1
"984",21.5,1251.25,52.5,9.625,1,2,2,1,2
"985",23,2588.66666666667,39,4.91666666666667,1,2,3,2,1
"986",22,1484.29144578313,34.4120481927711,6.35180722891566,4,52,415,128,2
"987",21,3700,60,10,1,1,1,1,1
"988",22,1291.94128,26.944,4.526,2,12,125,34,2
"989",22,928.214285714286,27.8571428571429,4.96428571428571,2,2,7,3,4
"990",23,1380,17.8,6,1,1,5,1,2
"991",22,390,20,3,1,1,1,1,4
"992",23,2306.6,30.3333333333333,4.83333333333333,1,2,3,2,1
"993",22,1540.652,35.1217391304348,6.28913043478261,2,23,230,86,2
"994",22,1515.35021582734,30.0287769784173,5.8273381294964,3,32,139,69,2
"995",21,1780.88272727273,33.763085399449,6.25550964187328,3,35,363,107,3
"996",22,1774.06235294118,34.4117647058824,7.23529411764706,2,5,17,12,3
"997",23.5,1585.15277777778,30.4444444444444,6.69444444444444,2,7,18,12,3
"998",21,487.5,18,3.75,1,1,1,1,4
"999",22,2183.74861111111,37.287037037037,7.45833333333333,2,12,108,40,1
"1000",22,1947.96925,34.975,7.33125,2,2,40,27,3
"1001",22,650,24,5,1,1,1,1,4
"1002",23,1137.5,39.4,8.75,1,2,5,2,4
"1003",23,2971,45,4.75,1,1,2,1,1
"1004",23,390,0,3,1,1,2,1,4
"1005",20.5,1262.5,32.5,5,1,2,2,2,2
"1006",22,2068.61691176471,42.3970588235294,7.34558823529412,3,14,68,30,3
"1007",24,880,32,4,1,1,1,1,4
"1008",21.5,1699.5,26.2,5.425,1,7,10,6,3
"1009",20,875.26,35,4.625,1,2,2,2,4
"1010",23,1090.1598,23.36,4.845,3,6,50,14,4
"1011",23,1201.4375,49,8.078125,1,4,16,5,4
"1012",20,390,30,3,1,1,1,1,4
"1013",23,2383.33333333333,30.6666666666667,4.83333333333333,1,2,3,2,1
"1014",22,1598.14756302521,32.6078431372549,6.16736694677871,3,51,357,130,2
"1015",23,4095,60,8.75,1,2,2,1,1
"1016",22,1664.546,36.1228571428571,6.14357142857143,2,41,350,108,3
"1017",23,1588.34707317073,35.8292682926829,8.23780487804878,2,7,41,17,3
"1018",24,500,20,4.75,1,2,2,2,4
"1019",22,1038.49255813953,27.5116279069767,4.45348837209302,2,5,43,14,4
"1020",22,1764.99305555556,43.6666666666667,8.01388888888889,2,3,36,17,3
"1021",23,2042.5,34,5.65,2,3,5,4,3
"1022",24,805,20,3.5,1,1,1,1,4
"1023",21,1225.77173913043,29.7826086956522,4.18478260869565,2,5,23,16,4
"1024",20,2166.66666666667,8.33333333333333,4.16666666666667,1,2,3,1,1
"1025",22,1718.08333333333,32.0833333333333,8,1,4,12,8,3
"1026",22,1604.13225433526,28.2052023121387,6.38005780346821,5,42,346,125,3
"1027",26,1692.25,30,5.875,1,2,4,4,3
"1028",20,1386.698,31.2,5,1,2,5,1,2
"1029",22,1385.94,32.8,6.7,1,2,5,4,2
"1030",21,1401.11111111111,48.3333333333333,8.38888888888889,1,6,9,3,2
"1031",23.5,1069.95,30.2,5.825,2,5,10,4,4
"1032",22,2000,30,6,1,1,1,1,3
"1033",22,1949.01,23.4615384615385,5.65384615384615,1,6,13,5,3
"1034",22,2210.79390243902,36.8536585365854,6.46036585365854,4,35,164,61,1
"1035",21,1100,23,5,1,1,1,1,4
"1036",21,2247.786,20.56,6.67,3,4,25,11,1
"1037",24,1324.95,30,5,1,1,1,1,2
"1038",22,1744.66,43.6666666666667,7.52380952380952,2,12,21,11,3
"1039",22,1716.59262773723,32.705596107056,6.8029197080292,4,31,411,106,3
"1040",22,1747.26125714286,35.5314285714286,6.85142857142857,3,14,175,50,3
"1041",22,1675.30504983389,33.3455149501661,6.66362126245847,4,25,301,125,3
"1042",22,1773.09128158845,32.6245487364621,6.75992779783394,4,31,554,137,3
"1043",22,1647.7575088968,31.44128113879,6.58274021352313,4,34,281,99,3
"1044",23,1643.99054794521,30.0502283105023,6.50570776255708,2,29,219,92,3
"1045",22,1797.86042801556,31.3268482490272,6.93093385214008,3,28,257,94,3
"1046",22,1604.82820754717,34.8160377358491,6.64268867924528,2,28,212,68,3
"1047",22,1446.10736607143,34.9241071428571,5.95424107142857,3,20,224,65,2
"1048",22,1638.56821052632,34.05,6.74934210526316,2,37,380,124,3
"1049",22,1319.84666666667,40,6.41666666666667,1,1,3,1,2
"1050",22,1870.23360465116,36.8604651162791,7.7281976744186,3,29,172,70,3
"1051",22,1731.744,32.9291666666667,6.31979166666667,3,34,240,93,3
"1052",22,1692.80588235294,31.6470588235294,5.82773109243697,2,27,119,68,3
"1053",21,1888.82889320388,34.2485436893204,6.10922330097087,3,25,515,115,3
"1054",21.5,1913.2525,34.25,5.84375,2,4,8,7,3
"1055",26,1655.5,23,3.5,1,1,1,1,3
"1056",23,1108.21,34.25,5.75,2,2,4,3,4
"1057",22,1354.236,30.6666666666667,4.25,2,4,15,8,2
"1058",22,1300,30,10,1,1,2,1,2
"1059",21,1513.07465517241,32.1896551724138,5.96551724137931,2,17,58,28,2
"1060",23,2074.09181818182,32.7727272727273,6.55681818181818,1,4,22,13,3
"1061",24,1764,30,4.5,1,2,2,1,3
"1062",24,1873.4,28.15,6.4,1,7,20,15,3
"1063",23,2207.1252688172,47.4301075268817,8.28494623655914,2,12,93,23,1
"1064",22,1405.744,43.6,6.7,2,3,5,4,2
"1065",21.5,2708.83333333333,55.3333333333333,9.04166666666667,2,3,6,3,1
"1066",25,1561.52666666667,40,6.5,2,2,3,3,2
"1067",23,1682.46342857143,44.6285714285714,8.34285714285714,2,6,35,15,3
"1068",23,1399.105,28.25,5.8125,1,6,8,8,2
"1069",23,1889,38.2,9.075,2,4,10,6,3
"1070",22,1503.27272727273,30.5454545454545,7.02272727272727,2,6,11,8,2
"1071",23,2010.82210526316,47.5789473684211,9.63157894736842,3,4,38,13,3
"1072",22,2249.40625,41.7083333333333,10.0677083333333,3,5,48,15,1
"1073",23,1628.26923076923,44.6153846153846,9.67307692307692,1,3,13,5,3
"1074",22.5,2011.85041666667,26.5833333333333,6.80208333333333,1,12,24,13,3
"1075",21.5,660,27.5,3,1,1,2,1,4
"1076",24,1998,57,10,1,1,1,1,3
"1077",23,1476.29948275862,32.3103448275862,4.69396551724138,2,9,58,20,2
"1078",22,1116.33086330935,30.4172661870504,4.41906474820144,2,17,139,46,4
"1079",21,1568.81,39.0782608695652,6.19782608695652,3,14,115,41,2
"1080",22.5,3283.75,45,8.875,1,2,2,1,1
"1081",22.5,1457,34.5,4.5,1,2,2,2,2
"1082",23,1215.27777777778,33.6666666666667,5.02777777777778,2,4,9,7,4
"1083",23,1620.358125,38.5,5.9375,2,5,16,13,3
"1084",25.5,1800,24,6,1,1,2,1,3
"1085",22,1298.55029411765,37.1764705882353,6.83823529411765,2,10,34,17,2
"1086",23,2254.34194444444,45.8888888888889,8.28472222222222,2,3,36,24,1
"1087",23,2009.506,50.8666666666667,6.86666666666667,2,2,15,9,3
"1088",22.5,2135.97273809524,35.9880952380952,8.19940476190476,1,4,84,42,1
"1089",22,2118.04689655172,38,9.00862068965517,1,2,29,16,1
"1090",21.5,650,36,5,1,1,2,1,4
"1091",22,2353.46,30.5555555555556,6.52777777777778,2,2,9,8,1
"1092",22,2130.62235294118,32.8235294117647,6.96470588235294,2,8,85,41,1
"1093",22.5,2174.2075862069,43.2413793103448,8.24137931034483,1,3,58,27,1
"1094",21,1615.12746666667,36.66,5.91333333333333,2,14,150,48,3
"1095",24,1216.8475,22.5,4.8125,2,3,4,3,4
"1096",28,1001.66666666667,34,6.16666666666667,1,3,3,3,4
"1097",22,1439.604,34,6.74166666666667,2,24,60,29,2
"1098",22,933.388888888889,32.3333333333333,4.80555555555556,2,4,9,7,4
"1099",22,1336.08279503106,32.9503105590062,4.90062111801242,2,12,161,44,2
"1100",22,1334.234,29.6666666666667,4.80333333333333,3,11,75,30,2
"1101",22,767.848484848485,24.6969696969697,3.37878787878788,2,6,33,7,4
"1102",21,1342.99259259259,31.8518518518519,5.39814814814815,3,13,54,15,2
"1103",29,1350,18,4.5,1,1,1,1,2
"1104",26,2057.5,33.5,9,2,2,4,4,3
"1105",22,2060.10952380952,31.3333333333333,8.52380952380952,1,3,21,10,3
"1106",22,1865.59485714286,33.6285714285714,7.40714285714286,1,3,35,21,3
"1107",24,820.833333333333,36.4444444444444,4.86111111111111,1,2,9,2,4
"1108",23,1245.5,26.25,4.25,2,4,8,5,2
"1109",23,1453.15625,18.5,5.46875,2,3,8,7,2
"1110",22,1203.3425,33.25,4.16666666666667,2,4,12,6,4
"1111",20,1857.1875,27.625,4.03125,3,2,8,2,3
"1112",22,1104.42161290323,29.3548387096774,4.66935483870968,2,5,31,9,4
"1113",23,2107.85714285714,37.1428571428571,7.03571428571429,1,3,7,6,1
"1114",22,820,25.75,5,1,3,4,3,4
"1115",20.5,1081,43.8333333333333,5.66666666666667,1,1,6,5,4
"1116",24.5,1454,42,7,2,2,2,2,2
"1117",21,1638.69090909091,34.5454545454545,6.09090909090909,2,3,11,4,3
"1118",21,1246.02,25,4.66666666666667,1,2,3,1,2
"1119",22,825.36,28.2,3.92,2,4,25,6,4
"1120",21,1585.8075,33,5.625,1,2,4,4,3
"1121",24,2156.66666666667,11,10,1,2,3,2,1
"1122",23,880,30,4,1,1,3,1,4
"1123",22.5,1976.5,39.25,6.25,2,2,4,4,3
"1124",21,1140.08961538462,34.2307692307692,5.51282051282051,2,3,78,28,4
"1125",21,1217.03736842105,33.9210526315789,4.46052631578947,2,7,38,15,4
"1126",21,1378.74285714286,46.4285714285714,8.28571428571429,1,1,7,1,2
"1127",24,1235,30,5,2,2,2,2,4
"1128",22,1509.52149606299,34.1653543307087,6.53740157480315,2,25,127,55,2
"1129",22,1190.50875,28.125,5.65625,2,3,8,6,4
"1130",38,650,27,5,1,1,1,1,4
"1131",21,1600.29352272727,32.7727272727273,6.00568181818182,2,20,88,34,3
"1132",23.5,471.25,16.5,3.625,1,1,2,1,4
"1133",29,390,42,3,1,1,1,1,4
"1134",22,1700.59,25.7560975609756,6.03658536585366,1,12,41,17,3
"1135",22,1739.9093452381,29.952380952381,6.06101190476191,4,37,168,78,3
"1136",23.5,1338.90625,33.125,7.703125,1,2,16,7,2
"1137",21,1274.73,30,4,1,1,1,1,2
"1138",23,1848.2396,31.74,4.98,2,6,50,18,3
"1139",25,2412,40,4.5,1,1,1,1,1
"1140",23,2375,52,9.5,1,1,1,1,1
"1141",22,1045.75,21.5,5.875,1,1,4,1,4
"1142",22,1883.98645833333,34.7395833333333,6.7109375,2,27,96,45,3
"1143",22,1494.38570247934,38.1818181818182,6.38429752066116,2,13,121,31,2
"1144",21,455,40,3.5,1,1,1,1,4
"1145",21,1840.725,21.7,5.075,2,6,10,8,3
"1146",22,1841.88484375,40.28125,6.97786458333333,3,31,192,71,3
"1147",21,1401.40565217391,35.4347826086956,6.04830917874396,3,22,207,81,2
"1148",22,4680,60,9,1,1,1,1,1
"1149",22,1993,45,9,1,2,3,3,3
"1150",22,2025.85454545455,46.7727272727273,8.25,2,6,22,9,3
"1151",23,1150,24,5,1,1,1,1,4
"1152",21,1560,30,3.25,1,1,1,1,2
"1153",22,1796.53571428571,52.7857142857143,8.21428571428571,1,3,14,9,3
"1154",22,1385.31324137931,35.8344827586207,5.0448275862069,2,15,145,47,2
"1155",21,2244.52235294118,43.1372549019608,6.6421568627451,2,6,51,30,1
"1156",20,3520.58833333333,60.6666666666667,9.45833333333333,1,2,6,3,1
"1157",23,1435,40.6666666666667,6.33333333333333,2,1,3,3,2
"1158",20.5,1448.385,34.5,5.9375,2,2,4,4,2
"1159",23,675,0,3,1,1,1,1,4
"1160",22,1689.375,23.375,6.21875,1,3,8,5,3
"1161",25,1437.1,23.2,4.7,2,2,5,4,2
"1162",20,1950,24,3,1,1,4,1,3
"1163",23,1121.25,60,8.625,1,1,2,1,4
"1164",22,2299.16363636364,29.0909090909091,4.52272727272727,2,4,11,6,1
"1165",23,1223.406,40.2,5.85,1,4,10,8,4
"1166",22,1958.42754601227,35.0306748466258,7.04601226993865,4,31,163,76,3
"1167",24.5,1413.015,10,5.875,2,3,4,4,2
"1168",21,2337.20857142857,34.8571428571429,6.32142857142857,2,4,7,5,1
"1169",22,1336.77804347826,35.7826086956522,5.625,2,8,92,41,2
"1170",23,1681.82692307692,44.1923076923077,8.50961538461539,1,2,26,12,3
"1171",21,1380,0,6,1,1,1,1,2
"1172",25.5,2114.5,29,5.5,1,2,2,2,1
"1173",23,1335.5,38.1052631578947,6.71052631578947,2,7,19,9,2
"1174",22,1319.2898245614,29.859649122807,4.26754385964912,2,10,57,17,2
"1175",22,1483.74539325843,32.3483146067416,5.58988764044944,2,24,89,38,2
"1176",22,1741.770125,34.2375,6.65625,2,24,80,36,3
"1177",23,1256.66666666667,57.6666666666667,9.66666666666667,1,2,3,2,2
"1178",24,2175.6,49.8,8.3,2,4,5,4,1
"1179",23,1907.73636363636,51.8181818181818,8.34090909090909,1,3,11,7,3
"1180",21,1695.61210526316,32.8947368421053,5.23684210526316,2,5,19,13,3
"1181",20.5,841.505,27.5,3.66666666666667,2,5,6,4,4
"1182",22,1454.32818181818,36.5454545454545,5.375,3,4,22,16,2
"1183",22,1235,60,9.5,1,1,2,1,4
"1184",23,1794,27,7.8,1,1,5,3,3
"1185",22,1300,70,10,1,1,1,1,2
"1186",24,2145,37.6666666666667,8.5,2,2,3,3,1
"1187",22,1550.256,43.16,7.85,1,2,25,13,2
"1188",22,1833.62,22.5,6.25,1,2,2,2,3
"1189",24,2281.31117647059,34.8235294117647,6.51470588235294,2,8,17,12,1
"1190",22,1839.91310395315,36.6295754026354,6.73901903367496,2,52,683,217,3
"1191",23,1605.23933333333,37.4,6.08333333333333,2,7,15,14,3
"1192",23,3117.5,60,7.75,1,1,2,1,1
"1193",23,1500,0,5,1,1,1,1,2
"1194",22,1304.204,34.65,5.5625,2,5,20,10,2
"1195",21,1646.87615384615,30.4102564102564,6.19230769230769,2,13,39,18,3
"1196",20,3700,60,10,1,1,1,1,1
"1197",22,1100,29,5,1,1,1,1,4
"1198",21,979.016666666667,30,3.66666666666667,1,1,3,1,4
"1199",21,1832.45222797927,36.0673575129534,7.01943005181347,3,19,193,70,3
"1200",22,1710.03185714286,37.1678571428571,6.45625,2,32,280,103,3
"1201",20,3640.88,55.3333333333333,10,1,1,3,1,1
"1202",23,1552.74033112583,34.9933774834437,6.83443708609272,3,35,151,68,2
"1203",23.5,880,30,4,2,1,2,1,4
"1204",22.5,1470.24,22.5,4.3125,1,2,4,3,2
"1205",23,780,30,6,1,1,1,1,4
"1206",23,2385.71,40,8.5,1,1,1,1,1
"1207",23,1563.71844827586,36.448275862069,7.59051724137931,2,17,58,29,2
"1208",22,2403.21229166667,45.8541666666667,10.2760416666667,2,5,48,21,1
"1209",22,1805.88235294118,46.4705882352941,9.76470588235294,1,2,17,6,3
"1210",23,1528.86210526316,32.7894736842105,6.82894736842105,2,5,19,11,2
"1211",22,1526.67,21.3333333333333,4.66666666666667,1,2,3,2,2
"1212",23,1490.18823529412,48.5882352941176,8.35294117647059,1,2,17,10,2
"1213",21,1478.18976744186,31.5658914728682,4.82751937984496,3,9,129,49,2
"1214",22,1811.766,46.5,9,1,3,20,11,3
"1215",22,1547.23666666667,33.04,6.99,2,19,75,39,2
"1216",25,1200,30,6,1,1,1,1,4
"1217",21,1282.065,27.625,5.25,1,6,8,6,2
"1218",22,938,29,4,1,1,1,1,4
"1219",22,2248.51129032258,41.0645161290323,7.41129032258065,2,6,62,27,1
"1220",23,1202.5,52.5,9.25,1,2,6,2,4
"1221",28,2350,30,5,1,1,1,1,1
"1222",21,1717.84357723577,36.4308943089431,6.51829268292683,3,29,246,93,3
"1223",22,1488.399,38.96,6.55,2,16,100,48,2
"1224",24,2674.41842105263,37.0526315789474,7.17105263157895,2,9,19,13,1
"1225",20,1068.02,36,4,1,1,1,1,4
"1226",22,1883.13909090909,34.8636363636364,6.61931818181818,2,16,44,19,3
"1227",21.5,1150,30,5,1,1,2,1,4
"1228",20,0,30,4.75,1,1,1,1,4
"1229",21,1632.23916666667,31.5555555555556,5.43055555555556,2,11,36,16,3
"1230",24,1932,29.8,9,1,2,5,5,3
"1231",23,1555.122,31.8,6.7,2,2,10,7,2
