"","MEDIAN_AGE","AVERAGE_GRANT_AMOUNT","AVERAGE_ECTS","STUDY_LENGTH","LANGUAGES_TAUGHT","SUBJECTS_TAUGHT","STUDENTS_ARRIVED","CONNECTED_UNIVERSITIES","cluster"
"2412",22,1636.82783333333,43.7833333333333,8.2875,2,10,60,18,3
"2413",22,1170.46818181818,33.2606060606061,4.96818181818182,4,40,165,69,4
"2414",22,1396.73186619718,37.5211267605634,6.06602112676056,2,41,284,71,2
"2415",23.5,1220.75,30,7,1,1,2,1,4
"2416",21,1233.79725352113,35.3028169014084,5.28345070422535,3,36,142,52,2
"2417",20,811.666666666667,28.3333333333333,4.16666666666667,1,1,3,2,4
"2418",22,2362.70385964912,43.9824561403509,7.00438596491228,1,16,57,23,1
"2419",22,1456.95318181818,37,6,1,10,22,13,2
"2420",21,1982.272,34.4,7,1,3,5,3,3
"2421",21,1381.04349809886,40.1787072243346,6.63783269961977,2,39,263,80,2
"2422",22,1162.62046728972,35.7757009345794,6.03504672897196,1,33,107,45,4
"2423",21,1829.48910447761,35.7462686567164,7.45708955223881,1,21,134,47,3
"2424",22,1305.58083798883,31.4413407821229,5.29748603351955,2,36,179,76,2
"2425",22,1314.54501048218,38.3333333333333,5.9664570230608,2,44,477,141,2
"2426",23,1000,30,5,1,1,1,1,4
"2427",22,1223.66578947368,32.8045112781955,5.45864661654135,1,33,133,58,2
"2428",25,1410.03333333333,45,6.8,2,1,15,6,2
"2429",22,1316.71975177305,36.2659574468085,6.28368794326241,1,44,282,108,2
"2430",22,1439.01183486239,38.1559633027523,6.63990825688073,2,26,109,41,2
"2431",21,1058.34507692308,32.8307692307692,5.79230769230769,1,13,65,24,4
"2432",22,679.971111111111,27.7777777777778,3.91666666666667,1,7,9,7,4
"2433",22,1139.7593877551,40.7142857142857,5.71428571428571,1,13,49,26,4
"2434",24,949,20,3,1,1,1,1,4
"2435",22,1509.26371428571,35.5714285714286,5.32142857142857,1,12,35,17,2
"2436",21,1151.57151041667,38.7552083333333,6.14583333333333,2,40,192,75,4
"2437",21,1720.69727272727,50.4545454545455,8.06818181818182,1,8,11,6,3
"2438",21.5,1103.52230769231,40.8846153846154,6.19230769230769,2,12,26,12,4
"2439",21.5,1280.36,34.7608695652174,6.32065217391304,1,15,46,25,2
"2440",23,1042.59958333333,32.4166666666667,3.5625,1,10,24,11,4
"2441",22,1286.4095,34.6333333333333,5.60555555555556,3,34,180,70,2
"2442",22,1386.25744680851,33.7659574468085,4.96808510638298,2,11,47,17,2
"2443",24,1614.33333333333,32.5,5.5,1,4,6,5,3
"2444",22,1315.84243902439,38.7154471544715,6.13617886178862,2,26,123,50,2
"2445",22,1057.25235294118,25.4117647058824,5.28676470588235,1,13,34,13,4
